N ,01-A (mass number),01-Z (atomic number),01-q (ion charge),01-TKE [MeV],01-Energy Loss (MeV),01-Time from Target [ns],01-Momentum [GeV/c],01-Brho [T*m],02-A (mass number),02-Z (atomic number),02-q (ion charge),02-TKE [MeV],02-Energy Loss (MeV),02-Time from Target [ns],02-Momentum [GeV/c],02-Brho [T*m],03-A (mass number),03-Z (atomic number),03-q (ion charge),03-TKE [MeV],03-Energy Loss (MeV),03-Time from Target [ns],03-Momentum [GeV/c],03-Brho [T*m],04-A (mass number),04-Z (atomic number),04-q (ion charge),04-TKE [MeV],04-Energy Loss (MeV),04-Time from Target [ns],04-Momentum [GeV/c],04-Brho [T*m]
613,1.890000e+02,7.300000e+01,7.100000e+01,1.273185e+04,0.000000e+00,7.418020e+02,6.814190e+01,3.201365e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.161917e+04,1.112683e+03,7.418020e+02,6.499686e+01,3.053608e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.045280e+04,1.166357e+03,7.418020e+02,6.154936e+01,2.891642e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.656609e+03,4.796170e+03,7.418020e+02,4.497720e+01,2.113067e+00
614,1.930000e+02,7.500000e+01,7.300000e+01,1.320319e+04,0.000000e+00,7.364070e+02,7.014161e+01,3.205031e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.206728e+04,1.135907e+03,7.364070e+02,6.695423e+01,3.059387e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.084867e+04,1.218606e+03,7.364070e+02,6.337939e+01,2.896039e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.932699e+03,4.915948e+03,7.364070e+02,4.655686e+01,2.127355e+00
615,1.910000e+02,7.400000e+01,7.200000e+01,1.298320e+04,0.000000e+00,7.383699e+02,6.918546e+01,3.205248e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.185951e+04,1.123689e+03,7.383699e+02,6.602287e+01,3.058730e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.067454e+04,1.184956e+03,7.383699e+02,6.253664e+01,2.897219e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.800965e+03,4.873555e+03,7.383699e+02,4.579331e+01,2.121528e+00
616,1.930000e+02,7.500000e+01,7.300000e+01,1.319468e+04,0.000000e+00,7.364920e+02,7.011820e+01,3.203961e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.204777e+04,1.146905e+03,7.364920e+02,6.689833e+01,3.056833e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.083969e+04,1.208078e+03,7.364920e+02,6.335239e+01,2.894806e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.872771e+03,4.966897e+03,7.364920e+02,4.631732e+01,2.116410e+00
617,1.890000e+02,7.300000e+01,7.100000e+01,1.271746e+04,0.000000e+00,7.417771e+02,6.810204e+01,3.199492e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159155e+04,1.125907e+03,7.417771e+02,6.491711e+01,3.049861e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.043834e+04,1.153207e+03,7.417771e+02,6.150554e+01,2.889583e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.637596e+03,4.800717e+03,7.417771e+02,4.490036e+01,2.109457e+00
618,1.860000e+02,7.200000e+01,7.000000e+01,1.264114e+04,0.000000e+00,7.387137e+02,6.736716e+01,3.210180e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.155103e+04,1.090107e+03,7.387137e+02,6.429912e+01,3.063983e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.041533e+04,1.135688e+03,7.387137e+02,6.095948e+01,2.904842e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.782006e+03,4.633303e+03,7.387137e+02,4.512379e+01,2.150239e+00
619,1.860000e+02,7.200000e+01,7.000000e+01,1.254440e+04,0.000000e+00,7.407363e+02,6.709984e+01,3.197442e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.146072e+04,1.083673e+03,7.407363e+02,6.403920e+01,3.051597e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.029362e+04,1.167090e+03,7.407363e+02,6.059192e+01,2.887327e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.580789e+03,4.712809e+03,7.407363e+02,4.431900e+01,2.111890e+00
620,1.890000e+02,7.300000e+01,7.100000e+01,1.269753e+04,0.000000e+00,7.422013e+02,6.804679e+01,3.196897e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.157872e+04,1.118809e+03,7.422013e+02,6.488002e+01,3.048119e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.040974e+04,1.168973e+03,7.422013e+02,6.141880e+01,2.885508e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.590485e+03,4.819232e+03,7.422013e+02,4.470941e+01,2.100486e+00
621,1.930000e+02,7.500000e+01,7.300000e+01,1.315944e+04,0.000000e+00,7.373118e+02,7.002118e+01,3.199527e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.200944e+04,1.149995e+03,7.373118e+02,6.678836e+01,3.051808e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.082194e+04,1.187488e+03,7.373118e+02,6.329898e+01,2.892365e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.875619e+03,4.946301e+03,7.373118e+02,4.632873e+01,2.116931e+00
622,1.860000e+02,7.200000e+01,7.000000e+01,1.261105e+04,0.000000e+00,7.393946e+02,6.728413e+01,3.206224e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.152659e+04,1.084457e+03,7.393946e+02,6.422889e+01,3.060636e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.040549e+04,1.121099e+03,7.393946e+02,6.092982e+01,2.903428e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.767249e+03,4.638215e+03,7.393946e+02,4.506522e+01,2.147448e+00
623,1.900000e+02,7.400000e+01,7.200000e+01,1.303774e+04,0.000000e+00,7.353823e+02,6.915976e+01,3.204057e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.191626e+04,1.121470e+03,7.353823e+02,6.601726e+01,3.058471e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.073502e+04,1.181236e+03,7.353823e+02,6.255852e+01,2.898233e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.901906e+03,4.833089e+03,7.353823e+02,4.607689e+01,2.134666e+00
624,1.890000e+02,7.300000e+01,7.100000e+01,1.272431e+04,0.000000e+00,7.417884e+02,6.812100e+01,3.200383e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159017e+04,1.134132e+03,7.417884e+02,6.491312e+01,3.049674e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.041825e+04,1.171912e+03,7.417884e+02,6.144463e+01,2.886721e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.542951e+03,4.875278e+03,7.417884e+02,4.451597e+01,2.091398e+00
625,1.890000e+02,7.300000e+01,7.100000e+01,1.272646e+04,0.000000e+00,7.414411e+02,6.812697e+01,3.200664e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.161803e+04,1.108431e+03,7.414411e+02,6.499358e+01,3.053454e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.046482e+04,1.153205e+03,7.414411e+02,6.158575e+01,2.893351e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.711353e+03,4.753440e+03,7.414411e+02,4.519778e+01,2.123430e+00
626,1.910000e+02,7.400000e+01,7.200000e+01,1.295342e+04,0.000000e+00,7.394550e+02,6.910327e+01,3.201440e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.181885e+04,1.134559e+03,7.394550e+02,6.590597e+01,3.053314e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.063352e+04,1.185331e+03,7.394550e+02,6.241285e+01,2.891484e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.758368e+03,4.875125e+03,7.394550e+02,4.562218e+01,2.113600e+00
627,1.860000e+02,7.200000e+01,7.000000e+01,1.262644e+04,0.000000e+00,7.390395e+02,6.732659e+01,3.208247e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.154534e+04,1.081089e+03,7.390395e+02,6.428279e+01,3.063204e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.039249e+04,1.152846e+03,7.390395e+02,6.089064e+01,2.901562e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.752429e+03,4.640037e+03,7.390395e+02,4.500634e+01,2.144642e+00
628,1.930000e+02,7.500000e+01,7.300000e+01,1.318019e+04,0.000000e+00,7.371251e+02,7.007832e+01,3.202138e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.203105e+04,1.149135e+03,7.371251e+02,6.685038e+01,3.054642e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.082113e+04,1.209919e+03,7.371251e+02,6.329653e+01,2.892253e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.888342e+03,4.932762e+03,7.371251e+02,4.637967e+01,2.119259e+00
629,1.860000e+02,7.200000e+01,7.000000e+01,1.264101e+04,0.000000e+00,7.386770e+02,6.736679e+01,3.210163e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.156301e+04,1.077992e+03,7.386770e+02,6.433354e+01,3.065623e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.042897e+04,1.134038e+03,7.386770e+02,6.100053e+01,2.906798e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.785939e+03,4.643003e+03,7.386770e+02,4.513938e+01,2.150982e+00
630,1.910000e+02,7.400000e+01,7.200000e+01,1.296061e+04,0.000000e+00,7.390963e+02,6.912311e+01,3.202359e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.182368e+04,1.136924e+03,7.390963e+02,6.591985e+01,3.053957e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.060815e+04,1.215524e+03,7.390963e+02,6.233620e+01,2.887933e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.744221e+03,4.863902e+03,7.390963e+02,4.556521e+01,2.110961e+00
631,1.890000e+02,7.300000e+01,7.100000e+01,1.279436e+04,0.000000e+00,7.399738e+02,6.831481e+01,3.209488e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.168465e+04,1.109700e+03,7.399738e+02,6.518563e+01,3.062477e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.053580e+04,1.148843e+03,7.399738e+02,6.180032e+01,2.903432e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.783369e+03,4.752409e+03,7.399738e+02,4.548642e+01,2.136991e+00
632,1.890000e+02,7.300000e+01,7.100000e+01,1.271683e+04,0.000000e+00,7.420517e+02,6.810029e+01,3.199410e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.161128e+04,1.105544e+03,7.420517e+02,6.497410e+01,3.052539e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044410e+04,1.167174e+03,7.420517e+02,6.152301e+01,2.890403e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.647057e+03,4.797022e+03,7.420517e+02,4.493861e+01,2.111254e+00
633,1.860000e+02,7.200000e+01,7.000000e+01,1.257100e+04,0.000000e+00,7.403957e+02,6.717344e+01,3.200949e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.150643e+04,1.064562e+03,7.403957e+02,6.417089e+01,3.057872e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.035692e+04,1.149504e+03,7.403957e+02,6.078333e+01,2.896448e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.710397e+03,4.646502e+03,7.403957e+02,4.483893e+01,2.136665e+00
634,1.890000e+02,7.300000e+01,7.100000e+01,1.277391e+04,0.000000e+00,7.404089e+02,6.825829e+01,3.206833e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.167370e+04,1.100207e+03,7.404089e+02,6.515410e+01,3.060995e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050792e+04,1.165772e+03,7.404089e+02,6.171612e+01,2.899476e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.740310e+03,4.767588e+03,7.404089e+02,4.531405e+01,2.128893e+00
635,1.880000e+02,7.300000e+01,7.100000e+01,1.278816e+04,0.000000e+00,7.383768e+02,6.812272e+01,3.200464e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.167986e+04,1.108299e+03,7.383768e+02,6.500436e+01,3.053961e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.052314e+04,1.156712e+03,7.383768e+02,6.160288e+01,2.894156e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.745358e+03,4.777760e+03,7.383768e+02,4.521585e+01,2.124280e+00
636,1.890000e+02,7.300000e+01,7.100000e+01,1.275060e+04,0.000000e+00,7.410768e+02,6.819379e+01,3.203803e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165649e+04,1.094099e+03,7.410768e+02,6.510452e+01,3.058666e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.050869e+04,1.147796e+03,7.410768e+02,6.171844e+01,2.899585e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.740894e+03,4.767771e+03,7.410768e+02,4.531639e+01,2.129003e+00
637,1.910000e+02,7.400000e+01,7.200000e+01,1.293306e+04,0.000000e+00,7.397147e+02,6.904703e+01,3.198834e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.179943e+04,1.133617e+03,7.397147e+02,6.585006e+01,3.050724e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.059177e+04,1.207658e+03,7.397147e+02,6.228667e+01,2.885638e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.684229e+03,4.907518e+03,7.397147e+02,4.532289e+01,2.099734e+00
638,1.930000e+02,7.500000e+01,7.300000e+01,1.314148e+04,0.000000e+00,7.375394e+02,6.997170e+01,3.197267e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.198464e+04,1.156837e+03,7.375394e+02,6.671714e+01,3.048554e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.078158e+04,1.203048e+03,7.375394e+02,6.317740e+01,2.886810e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.819124e+03,4.962438e+03,7.375394e+02,4.610189e+01,2.106566e+00
639,1.930000e+02,7.500000e+01,7.300000e+01,1.323340e+04,0.000000e+00,7.357313e+02,7.022463e+01,3.208824e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.208274e+04,1.150648e+03,7.357313e+02,6.699849e+01,3.061410e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.088378e+04,1.198952e+03,7.357313e+02,6.348488e+01,2.900860e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.939199e+03,4.944562e+03,7.357313e+02,4.658277e+01,2.128539e+00
640,1.880000e+02,7.300000e+01,7.100000e+01,1.285522e+04,0.000000e+00,7.367127e+02,6.830741e+01,3.209140e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.173318e+04,1.122036e+03,7.367127e+02,6.515737e+01,3.061149e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.058203e+04,1.151146e+03,7.367127e+02,6.178004e+01,2.902479e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.860215e+03,4.721789e+03,7.367127e+02,4.567295e+01,2.145754e+00
641,1.890000e+02,7.300000e+01,7.100000e+01,1.270707e+04,0.000000e+00,7.420490e+02,6.807325e+01,3.198139e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.159522e+04,1.111845e+03,7.420490e+02,6.492772e+01,3.050360e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.044315e+04,1.152070e+03,7.420490e+02,6.152011e+01,2.890268e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.646634e+03,4.796490e+03,7.420490e+02,4.493690e+01,2.111174e+00
642,1.930000e+02,7.500000e+01,7.300000e+01,1.322810e+04,0.000000e+00,7.353261e+02,7.021010e+01,3.208160e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.206587e+04,1.162228e+03,7.353261e+02,6.695018e+01,3.059202e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.085267e+04,1.213193e+03,7.353261e+02,6.339142e+01,2.896589e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.919763e+03,4.932885e+03,7.353261e+02,4.650525e+01,2.124997e+00
643,1.910000e+02,7.400000e+01,7.200000e+01,1.297515e+04,0.000000e+00,7.385055e+02,6.916326e+01,3.204219e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183527e+04,1.139880e+03,7.385055e+02,6.595319e+01,3.055502e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.066641e+04,1.168849e+03,7.385055e+02,6.251213e+01,2.896083e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.800975e+03,4.865415e+03,7.385055e+02,4.579335e+01,2.121530e+00
644,1.890000e+02,7.300000e+01,7.100000e+01,1.270824e+04,0.000000e+00,7.417813e+02,6.807649e+01,3.198292e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.158641e+04,1.121831e+03,7.417813e+02,6.490225e+01,3.049163e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.042876e+04,1.157645e+03,7.417813e+02,6.147649e+01,2.888218e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.631744e+03,4.796988e+03,7.417813e+02,4.487668e+01,2.108345e+00
645,1.910000e+02,7.400000e+01,7.200000e+01,1.295486e+04,0.000000e+00,7.388687e+02,6.910725e+01,3.201625e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.183488e+04,1.119972e+03,7.388687e+02,6.595209e+01,3.055451e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.065058e+04,1.184302e+03,7.388687e+02,6.246435e+01,2.893870e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.778591e+03,4.871961e+03,7.388687e+02,4.570350e+01,2.117368e+00
646,1.900000e+02,7.400000e+01,7.200000e+01,1.306499e+04,0.000000e+00,7.350891e+02,6.923458e+01,3.207524e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.191908e+04,1.145910e+03,7.350891e+02,6.602532e+01,3.058844e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.075006e+04,1.169012e+03,7.350891e+02,6.260362e+01,2.900322e+00,1.900000e+02,7.400000e+01,7.200000e+01,5.936196e+03,4.813838e+03,7.350891e+02,4.621276e+01,2.140960e+00
647,1.890000e+02,7.300000e+01,7.100000e+01,1.274392e+04,0.000000e+00,7.411963e+02,6.817530e+01,3.202934e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165151e+04,1.092405e+03,7.411963e+02,6.509015e+01,3.057991e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048873e+04,1.162768e+03,7.411963e+02,6.165811e+01,2.896751e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.733258e+03,4.755451e+03,7.411963e+02,4.528576e+01,2.127564e+00
648,1.890000e+02,7.300000e+01,7.100000e+01,1.274723e+04,0.000000e+00,7.409505e+02,6.818448e+01,3.203365e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163805e+04,1.109173e+03,7.409505e+02,6.505136e+01,3.056169e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.047521e+04,1.162842e+03,7.409505e+02,6.161720e+01,2.894829e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.712562e+03,4.762622e+03,7.409505e+02,4.520264e+01,2.123659e+00
649,1.910000e+02,7.400000e+01,7.200000e+01,1.294165e+04,0.000000e+00,7.395662e+02,6.907078e+01,3.199935e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.181225e+04,1.129400e+03,7.395662e+02,6.588696e+01,3.052434e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.062730e+04,1.184942e+03,7.395662e+02,6.239408e+01,2.890614e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.768463e+03,4.858814e+03,7.395662e+02,4.566279e+01,2.115482e+00
650,1.910000e+02,7.400000e+01,7.200000e+01,1.298957e+04,0.000000e+00,7.382817e+02,6.920303e+01,3.206062e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.187121e+04,1.118353e+03,7.382817e+02,6.605650e+01,3.060288e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.068607e+04,1.185135e+03,7.382817e+02,6.257139e+01,2.898829e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.788848e+03,4.897201e+03,7.382817e+02,4.574470e+01,2.119276e+00
651,1.880000e+02,7.300000e+01,7.100000e+01,1.281571e+04,0.000000e+00,7.377216e+02,6.819863e+01,3.204030e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.172746e+04,1.088238e+03,7.377216e+02,6.514099e+01,3.060379e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.057292e+04,1.154536e+03,7.377216e+02,6.175268e+01,2.901194e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.850027e+03,4.722872e+03,7.377216e+02,4.563258e+01,2.143857e+00
652,1.860000e+02,7.200000e+01,7.000000e+01,1.259493e+04,0.000000e+00,7.400756e+02,6.723960e+01,3.204102e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.151113e+04,1.083804e+03,7.400756e+02,6.418439e+01,3.058515e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.038936e+04,1.121756e+03,7.400756e+02,6.088122e+01,2.901113e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.692787e+03,4.696554e+03,7.400756e+02,4.476862e+01,2.133315e+00
653,1.930000e+02,7.500000e+01,7.300000e+01,1.321016e+04,0.000000e+00,7.360951e+02,7.016076e+01,3.205906e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.207107e+04,1.139086e+03,7.360951e+02,6.696507e+01,3.059882e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.087106e+04,1.199999e+03,7.360951e+02,6.344668e+01,2.899114e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.915223e+03,4.955816e+03,7.360951e+02,4.648712e+01,2.124169e+00
654,1.860000e+02,7.200000e+01,7.000000e+01,1.261064e+04,0.000000e+00,7.394261e+02,6.728298e+01,3.206169e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.153214e+04,1.078488e+03,7.394261e+02,6.424485e+01,3.061396e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.041419e+04,1.117948e+03,7.394261e+02,6.095604e+01,2.904678e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.783245e+03,4.630922e+03,7.394261e+02,4.512870e+01,2.150473e+00
655,1.860000e+02,7.200000e+01,7.000000e+01,1.259963e+04,0.000000e+00,7.398729e+02,6.725258e+01,3.204721e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.151922e+04,1.080404e+03,7.398729e+02,6.420769e+01,3.059626e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.037726e+04,1.141959e+03,7.398729e+02,6.084471e+01,2.899373e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.748386e+03,4.628849e+03,7.398729e+02,4.499026e+01,2.143876e+00
656,1.860000e+02,7.200000e+01,7.000000e+01,1.261215e+04,0.000000e+00,7.395150e+02,6.728716e+01,3.206368e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.153612e+04,1.076025e+03,7.395150e+02,6.425629e+01,3.061941e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.040921e+04,1.126909e+03,7.395150e+02,6.094102e+01,2.903962e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.742472e+03,4.666710e+03,7.395150e+02,4.496673e+01,2.142755e+00
657,1.890000e+02,7.300000e+01,7.100000e+01,1.274339e+04,0.000000e+00,7.411737e+02,6.817384e+01,3.202865e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.163053e+04,1.112851e+03,7.411737e+02,6.502966e+01,3.055149e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048028e+04,1.150243e+03,7.411737e+02,6.163256e+01,2.895550e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.729479e+03,4.750780e+03,7.411737e+02,4.527059e+01,2.126851e+00
658,1.860000e+02,7.200000e+01,7.000000e+01,1.262413e+04,0.000000e+00,7.392054e+02,6.732024e+01,3.207945e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.154938e+04,1.074748e+03,7.392054e+02,6.429440e+01,3.063757e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.040845e+04,1.140930e+03,7.392054e+02,6.093873e+01,2.903853e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.743402e+03,4.665020e+03,7.392054e+02,4.497043e+01,2.142932e+00
659,1.890000e+02,7.300000e+01,7.100000e+01,1.275821e+04,0.000000e+00,7.409289e+02,6.821487e+01,3.204793e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.165640e+04,1.101808e+03,7.409289e+02,6.510425e+01,3.058654e+00,1.890000e+02,7.300000e+01,7.100000e+01,1.048068e+04,1.175719e+03,7.409289e+02,6.163374e+01,2.895606e+00,1.890000e+02,7.300000e+01,7.100000e+01,5.700939e+03,4.779713e+03,7.409289e+02,4.515589e+01,2.121463e+00
660,1.860000e+02,7.200000e+01,7.000000e+01,1.260665e+04,0.000000e+00,7.393655e+02,6.727197e+01,3.205645e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.152738e+04,1.079268e+03,7.393655e+02,6.423115e+01,3.060744e+00,1.860000e+02,7.200000e+01,7.000000e+01,1.039064e+04,1.136736e+03,7.393655e+02,6.088506e+01,2.901296e+00,1.860000e+02,7.200000e+01,7.000000e+01,5.758202e+03,4.632413e+03,7.393655e+02,4.502928e+01,2.145736e+00
661,1.880000e+02,7.300000e+01,7.100000e+01,1.279848e+04,0.000000e+00,7.380865e+02,6.815118e+01,3.201801e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.170542e+04,1.093058e+03,7.380865e+02,6.507775e+01,3.057409e+00,1.880000e+02,7.300000e+01,7.100000e+01,1.055917e+04,1.146247e+03,7.380865e+02,6.171132e+01,2.899251e+00,1.880000e+02,7.300000e+01,7.100000e+01,5.822810e+03,4.736334e+03,7.380865e+02,4.552456e+01,2.138783e+00
662,1.910000e+02,7.400000e+01,7.200000e+01,1.292811e+04,0.000000e+00,7.395105e+02,6.903335e+01,3.198201e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.178643e+04,1.141675e+03,7.395105e+02,6.581259e+01,3.048988e+00,1.910000e+02,7.400000e+01,7.200000e+01,1.061915e+04,1.167271e+03,7.395105e+02,6.236945e+01,2.889473e+00,1.910000e+02,7.400000e+01,7.200000e+01,5.732796e+03,4.886329e+03,7.395105e+02,4.551916e+01,2.108827e+00
663,1.900000e+02,7.400000e+01,7.200000e+01,1.307545e+04,0.000000e+00,7.349792e+02,6.926326e+01,3.208852e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.194009e+04,1.135351e+03,7.349792e+02,6.608539e+01,3.061627e+00,1.900000e+02,7.400000e+01,7.200000e+01,1.079214e+04,1.147943e+03,7.349792e+02,6.272966e+01,2.906161e+00,1.900000e+02,7.400000e+01,7.200000e+01,6.008224e+03,4.783893e+03,7.349792e+02,4.649693e+01,2.154126e+00
664,1.930000e+02,7.500000e+01,7.300000e+01,1.315769e+04,0.000000e+00,7.374608e+02,7.001635e+01,3.199307e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.200704e+04,1.150641e+03,7.374608e+02,6.678148e+01,3.051494e+00,1.930000e+02,7.500000e+01,7.300000e+01,1.081740e+04,1.189638e+03,7.374608e+02,6.328530e+01,2.891740e+00,1.930000e+02,7.500000e+01,7.300000e+01,5.857536e+03,4.959837e+03,7.374608e+02,4.625624e+01,2.113619e+00
